Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Orissa State Housing Board,02/CE/OSHB/2024-25,2025_OSHB_111949_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"EMD,Tender Cost,PAN,GSTN,EPF,RC",28-Mar-2025 01:00 PM,15-Apr-2025 12:30 PM,28-Mar-2025 01:00 PM,11-Apr-2025 03:00 PM,28-Mar-2025 01:00 PM ,03-Apr-2025 03:00 PM ,28-Mar-2025 01:00 PM,11-Apr-2025 03:00 PM,13-May-2025 12:30 PM,"59,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"11,800",0.0,Nil,Nil,No,"Chief Engineer,OSHB","Odisha State Housing Board,A/32,Unit-III,Kharavelanagar,Bhubaneswar-751001","Construction of compound wall using SFRC slab at Patrapada Ac.11.50,Bhubaneswar","Construction of compound wall using SFRC slab at Patrapada Ac.11.50,Bhubaneswar",As per DTCN ,NA ,"59,00,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,Bhubaneswar,751001.0,NA ,NA ,NA ,"O/O the Chief Engineer,OSHB,Bhubaneswar",No ,No,AOC,24-Jul-2025,"INR 4,935,240.7",180.0,Arundhati Jena,24-Jul-2025 04:57 PM,AOCPatrapada.pdf (443.00 KB),Work order issued to the lowest bidder Subrat Panda,1.0,2880752.0,SUBRAT PANDA,INR,"4,935,240.7",1,2880644,BHUASUNI PRECAST PVT.LTD.,10-Apr-2025 12:53 PM,Rejected-Finance,Stands L2,13-Jun-2025 11:37 AM,Finance,All 10 bidders have been admitted.,Aurobinda Ghose,13-May-2025 01:36 PM,finance_534487.pdf,BOQ Comparative Chart,Chief Engineer,Internal,"Chief Engineer,Secretary,FACAO,EE planning,EE I",Arundhati Jena,13-Jun-2025 11:37 AM,finsummary_534487.pdf (568.83 KB),Orissa State Housing Board,2025_OSHB_111949_1,02/CE/OSHB/2024-25,"Construction of compound wall using SFRC slab at Patrapada Ac.11.50,Bhubaneswar",Technical,12 BIDDERS PARTICIPATED AND ALL ARE ADMITTED.,Arundhati Jena,15-Apr-2025 02:16 PM,technical_534487.pdf,Executive Engineer I,Internal,"Estimator,Divisional Accountant",Arundhati Jena,09-May-2025 02:48 PM,13-May-2025 12:30 PM,techsummary_534487.pdf (3132.59 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Other documents as required in DTCN,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2881181,JAGMOHAN SINGH,11-Apr-2025 11:48 AM,Rejected-Finance,Stands L3,13-Jun-2025 11:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2878914,JK INFRASTRUCTURE,10-Apr-2025 04:41 PM,Rejected-Finance,Stands L6,13-Jun-2025 11:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2879179,KL INFRAPROJECTS,10-Apr-2025 03:14 PM,Rejected-Finance,Stands L3,13-Jun-2025 11:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2882057,M/S RAM TRADING CO,11-Apr-2025 02:28 PM,Rejected-Finance,Stands L3,13-Jun-2025 11:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2880881,SAMARESH CHHOTARAY,10-Apr-2025 03:34 PM,Rejected-Finance,Stands L3,13-Jun-2025 11:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2882273,SANJAY KUMAR AGRAWAL,11-Apr-2025 02:27 PM,Rejected-Finance,Stands L3,13-Jun-2025 11:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2882294,SATYARANJAN SRICHANDAN,11-Apr-2025 02:56 PM,Rejected-Technical,Does not satisfy DTCN conditions,09-May-2025 02:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2882248,SHASHIRAM MANGARAJ,11-Apr-2025 02:11 PM,Rejected-Finance,Stands L5,13-Jun-2025 11:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2881928,SMRUTI DHAR BEHERA,11-Apr-2025 12:15 PM,Rejected-Finance,Stands L4,13-Jun-2025 11:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,11,2880948,SUBHASHREE BEHERA,10-Apr-2025 04:25 PM,Rejected-Finance,Stands L3,13-Jun-2025 11:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,12,2880752,SUBRAT PANDA,10-Apr-2025 01:55 PM,Accepted-AOC,Being the LOWEST BIDDER,24-Jul-2025 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
