Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"CE-BM,UM Basin,Burla",ACECCB-06(01)/2024-25,2025_CEBBU_111609_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,13-Mar-2025 11:00 AM,29-Mar-2025 11:30 AM,13-Mar-2025 11:00 AM,28-Mar-2025 05:30 PM,13-Mar-2025 11:00 AM ,28-Mar-2025 05:30 PM ,13-Mar-2025 11:00 AM,28-Mar-2025 05:30 PM,12-Jun-2025 09:00 AM,"2,53,840",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"ACE,CC,Burla","O/O Additional Chief Engineer, Canal Circle, Burla, Dist-Sambalpur-768017, Odisha",Improvement to Canal Service Road of Huma Tail Distributary from RD 00 Km to 8.00 Km for 2024-25,Improvement to Canal Service Road of HumaTail Distributary from RD 00 Km to 8.00 Km for 2024-25,Please refer to tender document ,NA ,"2,53,83,056",Civil Works - Roads,NA ,Tender,90.0,330.0,"Huma, Sambalpur",768113.0,NA ,NA ,NA ,"O/o ACE,CC,Burla",No ,No,AOC,23-Jul-2025,"INR 21,578,136",335.0,Kulamani Majhi,23-Jul-2025 01:12 PM,Aman_Kumar_Agrawal.pdf (1029.00 KB),Sri Aman Kumar Agrawal being selected through transparent lotter system amounting to Rs.21578136 only which is being 14.99 percent less than the tendered amount hence work order may be issued.,1.0,2870482.0,AMAN KUMAR AGRAWAL,INR,"21,578,136",1,2867384,AADVIK BUILDCON,24-Mar-2025 11:33 PM,Rejected-AOC,Not Selected in transparent lottery system,23-Jul-2025 01:12 PM,Finance,Financial Bid Opening,Kulamani Majhi,12-Jun-2025 10:33 AM,finance_533008.pdf,BOQ Comparative Chart,"ACE, CC, Burla",Internal,"ACE CC Burla, SE SID Sambalpur, DAO SID Sambalpur ,Asst. to ACE CC Burla, DE SID Sambalpur, AEE ACE CC Burla, JE ACE CC Burla",Kulamani Majhi,23-Jul-2025 12:58 PM,finsummary_533008.pdf (2475.75 KB),"CE-BM,UM Basin,Burla",2025_CEBBU_111609_1,ACECCB-06(01)/2024-25,Improvement to Canal Service Road of Huma Tail Distributary from RD 00 Km to 8.00 Km for 2024-25,Technical,Technical bid evaluation Summary,PADMABATI BOIPAI,29-Mar-2025 01:27 PM,,"ACE,CC,Burla",Internal,"ACE, CC, Burla SE, SID, Sambalpur, DAO, SID, Sambalpur, Asst. to ACE, CC, Burla, Estimator, SID, Sambalpur, AEE, CC, Burla, JE, CC, Burla",Kulamani Majhi,11-Jun-2025 05:55 PM,12-Jun-2025 09:00 AM,techsummary_533008.pdf (3833.31 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2871624,ABHILASH SAMAL,28-Mar-2025 12:55 PM,Rejected-AOC,Not Selected in transparent lottery system,23-Jul-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2870482,AMAN KUMAR AGRAWAL,27-Mar-2025 12:39 PM,Accepted-AOC,Selected through transparent lottery system,23-Jul-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2871629,AMRIT PRADHAN,28-Mar-2025 11:30 AM,Rejected-AOC,Not Selected in transparent lottery system,23-Jul-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2870556,ASHISH KUMAR BEHERA,27-Mar-2025 01:14 PM,Rejected-AOC,Not Selected in transparent lottery system,23-Jul-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2872288,Ashok Kumar Mishra,28-Mar-2025 04:39 PM,Rejected-AOC,Not Selected in transparent lottery system,23-Jul-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2869269,AVASH PANIGRAHI,27-Mar-2025 07:54 PM,Rejected-AOC,Not Selected in transparent lottery system,23-Jul-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2869170,BALAMAKUNDA PUROHIT,28-Mar-2025 03:18 PM,Rejected-AOC,Not Selected in transparent lottery system,23-Jul-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2872142,BIBHUDATTA JOSHI,28-Mar-2025 02:57 PM,Rejected-AOC,Not Selected in transparent lottery system,23-Jul-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2869302,BIKASH KUMAR SAHU,26-Mar-2025 02:16 PM,Rejected-AOC,Not Selected in transparent lottery system,23-Jul-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
