Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Forest Environment and Climate Change Department||RCCF Angul||DFO Cuttack,DFO-CTC-05 of 2023-24,2024_DFOCU_101896_7,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit and other mandatory documents as per DTCN",01-Mar-2024 11:00 AM,19-Mar-2024 11:00 AM,01-Mar-2024 11:00 AM,18-Mar-2024 05:00 PM,NA ,NA ,01-Mar-2024 11:00 AM,18-Mar-2024 05:00 PM,21-Mar-2024 03:00 PM,"1,47,543",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"10,000",Nil,Nil,No,DIVISIONAL FOREST OFFICER,"O/O THE DFO, CUTTACK FOREST DIVISION, GHATAKULA","SMC works such as WLBCD Earthen Graded Bund, Sub-Surface Dyke Staggered Trench at Tomka Kansa Section under Tomka Range in the District of Jajpur under OMBADC Scheme for the year 2023-24 (DPR 2022-23)",SMC Work,Please refer Tender documents. ,NA ,"1,47,54,313",Civil Works - Others,NA ,Tender,90.0,90.0,"O/O THE DFO, CUTTACK FOREST DIVISION, GHATAKULA",753010.0,NA ,NA ,NA ,"DFO, CUTTACK FOREST DIVISION",No ,No,AOC,13-Dec-2024,"INR 14,800,317",90.0,Pradeep Kumar Singh,13-Dec-2024 07:37 PM,wo7.pdf (587.00 KB),1.0,2479819.0,BISWAJIT NAYAK,INR,"14,800,317",1,2478151,Akash Kumar Nath,15-Mar-2024 06:27 PM,Rejected-Finance,Loser of lottery,13-Dec-2024 07:33 PM,Finance,Financial Bid open of 31Nos. of Bidder under Cuttack Forest Division,Pradeep Kumar Singh,21-Mar-2024 06:55 PM,,BOQ Comparative Chart,DFO Cuttack Forest Division,Internal,Sr Asst ACF and DFO,Pradeep Kumar Singh,13-Dec-2024 07:33 PM,finsummary_496965.pdf (896.43 KB),Forest Environment and Climate Change Department||RCCF Angul||DFO Cuttack,2024_DFOCU_101896_7,DFO-CTC-05 of 2023-24,"SMC works such as WLBCD Earthen Graded Bund, Sub-Surface Dyke Staggered Trench at Tomka Kansa Section under Tomka Range in the District of Jajpur under OMBADC Scheme for the year 2023-24 (DPR 2022-23)",Technical,31 Nos. Bidders participate under Cuttack Forest Division,Pradeep Kumar Singh,20-Mar-2024 07:07 PM,,DFO Cuttack Forest Division,Internal,ACF AFFN SR ASST,Pradeep Kumar Singh,20-Mar-2024 07:58 PM,21-Mar-2024 03:00 PM,techsummary_496965.pdf (831.99 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2479485,AMIT DAS,18-Mar-2024 11:28 AM,Rejected-Finance,Loser of lottery,13-Dec-2024 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2479878,BIJAYANANDA SAHOO,18-Mar-2024 01:42 PM,Rejected-Finance,Loser of lottery,13-Dec-2024 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,2479064,BIJAY KUMAR MOHANTY,16-Mar-2024 08:20 PM,Rejected-Finance,Loser of lottery,13-Dec-2024 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,2479855,BIKRANTA KUMAR BISWAL,18-Mar-2024 02:05 PM,Rejected-Finance,Loser of lottery,13-Dec-2024 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,2479812,BISMAY KUMAR SAHOO,18-Mar-2024 01:15 PM,Rejected-Finance,Loser of lottery,13-Dec-2024 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,2479819,BISWAJIT NAYAK,18-Mar-2024 01:25 PM,Accepted-AOC,1st Lottery Winner,13-Dec-2024 07:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,2478809,BISWAJIT PATRA,16-Mar-2024 08:01 PM,Rejected-Finance,Loser of lottery,13-Dec-2024 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,2479396,CHITTA RANJAN MUDULI,17-Mar-2024 08:36 PM,Rejected-Finance,Loser of lottery,13-Dec-2024 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,2479876,DASARATHI TRIPATHY,18-Mar-2024 01:38 PM,Rejected-Finance,Loser of lottery,13-Dec-2024 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
