Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2018_CERWI_48091_2,Building Tender Online RWCSBP-45,Construction of Odisha Adarsha Vidyalaya (Model School) at Chinimahul in Jamankira Block in the district of Sambalpur for the 2018-19.,Construction of Odisha Adarsha Vidyalaya (Model School) at Chinimahul in Jamankira Block in the district of Sambalpur for the 2018-19.,Works,Open Tender,Percentage,Civil Works - Buildings,No,No,NA ,20-Jul-2018 12:00 PM,NA ,90.0,No ,No,Online,08-Aug-2018 11:00 AM,CE RW I||RWCIRCLE-SAMBALPUR,Kuchinda,768222.0,2.0,"3,20,00,000",MONALISA ENGICONS,"29,820,912.04",Accepted-AOC,07-Jul-2022,CE RW I||RWCIRCLE-SAMBALPUR
2018_RWSS_43953_10,EE RWSandS BDK 20 Dt-15.01.2018,"Supplying all labour, TandP and materials including all taxes for laying of distribution pipe line with construction of pump chamber, boundary wall, OHT, at village Jagadalpur of Jagadalpur G.P. under Bhadrak Block","Supplying all labour, TandP and materials including all taxes for laying of distribution pipe line with construction of pump chamber, boundary wall, OHT, at village Jagadalpur of Jagadalpur G.P. under Bhadrak Block",Works,National Competitive Bid,Item Rate,Civil Works - Water Works,No,No,NA ,31-Jan-2018 01:00 PM,NA ,90.0,No ,No,Online,15-Feb-2018 11:00 AM,"Rural Water Supply and Sanitation||RWSS Circle Cuttack||EERWSS,Bhadrak",village Jagadalpur of Jagadalpur G.P. under Bhad,756100.0,2.0,"1,21,02,000",Debendra Nath Dutta,"13,070,382.48",Rejected-AOC,27-Jul-2022,"Rural Water Supply and Sanitation||RWSS Circle Cuttack||EERWSS,Bhadrak"
2019_CERWI_53180_2,ONLINE-13-2018-19 (BRIDGES),Construction of Bridge over Local nallah on RD road NH-6 Chandmunda road in the district of Sambalpur,Construction of Bridge over Local nallah on RD road NH-6 Chandmunda road in the district of Sambalpur,Works,Open Tender,Percentage,Civil Works - Bridges,No,No,NA ,06-Feb-2019 09:00 AM,NA ,90.0,No ,No,Online,21-Feb-2019 11:00 AM,CE RW I||RWCIRCLE-SAMBALPUR,Sambalpur,768001.0,2.0,"3,69,12,816",MONALISA ENGICONS,"32,132,618.52",Accepted-AOC,07-Jul-2022,CE RW I||RWCIRCLE-SAMBALPUR
2019_EICCL_52167_5,CE-DPI AND R-65/2018-19,Improvement such as widening and strengthening to Pitamahal to Sirikona road via Tikarapada from 0/000 Km to 10/500 Km (Rayagada By pass) in the district of Rayagada under State Plan,Improvement such as widening and strengthening to Pitamahal to Sirikona road via Tikarapada from 0/000 Km to 10/500 Km (Rayagada By pass) in the district of Rayagada under State Plan,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,04-Jan-2019 06:30 PM,NA ,90.0,No ,No,Online,21-Jan-2019 11:30 AM,EIC-CIVIL,In Rayagada,751001.0,2.0,"11,75,70,619",M/s Ambica Construction,"103,861,885",Rejected-Technical,06-Jul-2022,EIC-CIVIL
2020_CCEBA_59020_1,EE CKD NCB/05 /ORDRIPW-05 / 2019-20,Transeverse drain,Earth work hume pipe RCC M 20,Works,Open Tender,Item Wise,Civil Works - Others,No,No,NA ,16-Jan-2020 01:00 PM,NA ,90.0,No ,No,Online,29-Jan-2020 11:30 AM,"CCE Potteru Irr.Project,Balimela",CHITRAKONDA,764052.0,2.0,"66,37,000",M/S UNICORN CONSTRUCTION,"7,276,609",Accepted-AOC,29-Jul-2022,"CCE Potteru Irr.Project,Balimela"
2020_OLIC_63605_5,14/2020-21 OLIC/ Dt 02.11.2020,INSTALATION AND ENERGISATION OF BARAHIPUR-IV LI PROJECT,INSTALATION AND ENERGISATION OF BARAHIPUR-IV LI PROJECT,Works,Open Tender,Percentage,Civil Works - Lift Irrigation Schemes,No,No,NA ,06-Nov-2020 11:00 AM,NA ,90.0,No ,No,Online,19-Nov-2020 11:00 AM,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",MAHANGA BLOCK,754001.0,1.0,"12,55,000",M/S SRI SAI ENGINEERING,10.67,Accepted-AOC,06-Jul-2022,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack"
2020_OLIC_63777_10,"Bid Identification No.16 / 2020-21, OLIC (CTC) / D",INSTALATION AND ENERGISATION OF PURAN ODAPADA-II TW LI PROJECT,INSTALATION AND ENERGISATION OF PURAN ODAPADA-II TW LI PROJECT,Works,Open Tender,Percentage,Civil Works - Lift Irrigation Schemes,No,No,NA ,16-Nov-2020 11:00 AM,NA ,90.0,No ,No,Online,26-Nov-2020 11:00 AM,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",RAGHUNATHPUR BLOCK,754001.0,1.0,,M/S SRI SAI ENGINEERING,14.97,Rejected-Technical,06-Jul-2022,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack"
2020_OLIC_63777_11,"Bid Identification No.16 / 2020-21, OLIC (CTC) / D",INSTALATION AND ENERGISATION OF PURAN BIRIBEDI LI PROJECT,INSTALATION AND ENERGISATION OF PURAN BIRIBEDI LI PROJECT,Works,Open Tender,Percentage,Civil Works - Lift Irrigation Schemes,No,No,NA ,16-Nov-2020 11:00 AM,NA ,90.0,No ,No,Online,26-Nov-2020 11:00 AM,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",ERASAMA BLOCK,754001.0,1.0,,M/S SRI SAI ENGINEERING,18.48,Accepted-AOC,06-Jul-2022,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack"
2020_OLIC_63777_13,"Bid Identification No.16 / 2020-21, OLIC (CTC) / D",INSTALATION AND ENERGISATION OF BARAKOLIANTA-II LI PROJECT,INSTALATION AND ENERGISATION OF PURAN BARAKOLIANTA-II LI PROJECT,Works,Open Tender,Percentage,Civil Works - Lift Irrigation Schemes,No,No,NA ,16-Nov-2020 11:00 AM,NA ,90.0,No ,No,Online,26-Nov-2020 11:00 AM,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",ERASAMA BLOCK,754001.0,1.0,,M/S SRI SAI ENGINEERING,18.52,Rejected-Technical,06-Jul-2022,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack"
2020_OLIC_63777_15,"Bid Identification No.16 / 2020-21, OLIC (CTC) / D",INSTALATION AND ENERGISATION OF MALIKANA-I LI PROJECT,INSTALATION AND ENERGISATION OF PURAN MALIKANA-I LI PROJECT,Works,Open Tender,Percentage,Civil Works - Lift Irrigation Schemes,No,No,NA ,16-Nov-2020 11:00 AM,NA ,90.0,No ,No,Online,26-Nov-2020 11:00 AM,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",ERASAMA BLOCK,754001.0,1.0,,M/S SRI SAI ENGINEERING,17.57,Accepted-AOC,06-Jul-2022,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack"
