Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2020_CEBMT_61201_1,e-KLID-01/2020-21,Construction of left side approach road from village Ekatara to Sandul Barrage site,"EW, Gr-I,III Metal, Moorum Sub Base",Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,26-May-2020 11:00 AM,NA ,90.0,No ,No,Online,17-Jun-2020 11:30 AM,"CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna||EE Kalahandi Irr Divn. Bhawanipatna",M.Rampur,766102.0,2.0,"89,10,973",Gupteswar Behera,"7,575,218",Rejected-Finance,22-Oct-2020,"CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna||EE Kalahandi Irr Divn. Bhawanipatna"
2020_CELBB_60214_22,IFB No.02 MSD / (Online) 2019-2020,"(22) Protection to Saline embankment of Baragudipada, Khatikolda near Kuanarabedi (Working RD 2.060 to 2.530Km)","Protection to Saline embankment of Baragudipada, Khatikolda near Kuanarabedi (Working RD 2.060 to 2.530Km)",Works,National Competitive Bid,Percentage,Civil Works - Others,No,No,NA ,27-Feb-2020 05:00 PM,NA ,90.0,No ,No,Online,07-Mar-2020 11:00 AM,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Mahanadi South Division,Cuttack",Erasama,754139.0,1.0,"30,47,839",TRILOCHAN NAYAK,"2,590,968",Rejected-Finance,02-Oct-2020,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Mahanadi South Division,Cuttack"
2020_CELBB_61186_24,e-PROCUREMENT NOTICE NO 02 OF 2020-21,"NID-26-Imp. to Nimapara Branch Canal, Ankusipur Disty with its system","Imp. to Nimapara Branch Canal, Ankusipur Disty with its system",Works,Open Tender,Percentage,Civil Works - Canal,No,No,NA ,27-May-2020 10:00 AM,NA ,90.0,No ,No,Online,06-Jun-2020 10:00 AM,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",Nimapara,752106.0,1.0,"6,10,488",M/S BISHNU CHARAN SENAPATI,"518,976",Rejected-Finance,27-Oct-2020,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada"
2020_CELBB_61696_42,e-PROCUREMENT NOTICE NO 03 OF 2020-21,NID-93-M/R to Gotalgram Minor and Purunasasan Minor from RD 00 to Tail,M/R to Gotalgram Minor and Purunasasan Minor from RD 00 to Tail,Works,Open Tender,Percentage,Civil Works - Canal,No,No,NA ,26-Jun-2020 10:00 AM,NA ,90.0,No ,No,Online,07-Jul-2020 10:00 AM,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",Nimapara,752106.0,1.0,"1,91,629",RUSHI PRASAD MISHRA,"162,904",Rejected-Finance,31-Oct-2020,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada"
2020_OMC_61409_2,NIT-15/OMC/CIVIL/2020,"Renovation of Roof of Community centre at Central Township, Kaliapani in the dist of Jajpur","Renovation of Roof of Community centre at Central Township, Kaliapani in the dist of Jajpur",Works,Open Tender,Percentage,Civil Works - Buildings,No,No,NA ,03-Jun-2020 12:00 PM,NA ,180.0,No ,No,Online,16-Jun-2020 11:00 AM,Orissa Mining Corporation,Kaliapani Township,755028.0,2.0,"9,37,000",LIPAK CHOUDHURY,"796,177.14",Rejected-AOC,01-Oct-2020,Orissa Mining Corporation
2020_ORULB_60712_2,13_SMC/2019-20,Construction of Road and drain from NH towards St Arnolds School back side of RMC,Construction of Road and drain from NH towards St Arnolds School back side of RMC,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,19-Mar-2020 11:00 AM,NA ,120.0,No ,No,Online,30-Mar-2020 11:00 AM,Municipal Bodies||Sambalpur Municipal Corporation,Sambalpur,768001.0,1.0,"13,25,822",GOPABANDHU BHOI,"1,325,821.77",Rejected-Technical,25-Oct-2020,Municipal Bodies||Sambalpur Municipal Corporation
2020_ORULB_61665_5,03/SMC_SBP/2020-21,"Development of Approach Road from Entrance Gate to MCC MRF Burla at Mahatabnagar Dumping yard, Burla","Development of Approach Road from Entrance Gate to MCC MRF Burla at Mahatabnagar Dumping yard, Burla",Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,22-Jun-2020 11:00 AM,NA ,120.0,No ,No,Online,08-Jul-2020 11:00 AM,Municipal Bodies||Sambalpur Municipal Corporation,Sambalpur,768001.0,1.0,"18,12,573",SARADA CHANDRA SWAIN,"1,812,572.54",Rejected-Technical,15-Oct-2020,Municipal Bodies||Sambalpur Municipal Corporation
2020_RMC_61972_3,MC/RMC/09/2020,Power supply to Micro Composting center at BPUT II under RMC,Electrical,Works,Open Tender,Percentage,Electrical Works,No,No,NA ,10-Jul-2020 05:00 PM,NA ,30.0,No ,No,Online,20-Jul-2020 11:00 AM,Rourkela Municipal Corporation,Rourkela,769012.0,1.0,"4,14,000",Manoranjan Sahoo,"351,779.18",Rejected-Technical,28-Oct-2020,Rourkela Municipal Corporation
2020_RMC_61972_4,MC/RMC/09/2020,Supply to Micro Composting center at Tarkera RSP dumping site,Electrical,Works,Open Tender,Percentage,Electrical Works,No,No,NA ,10-Jul-2020 05:00 PM,NA ,30.0,No ,No,Online,20-Jul-2020 11:00 AM,Rourkela Municipal Corporation,Rourkela,769012.0,1.0,"8,14,000",Manoranjan Sahoo,"691,778.07",Rejected-Technical,28-Oct-2020,Rourkela Municipal Corporation
2020_RMC_61972_8,MC/RMC/09/2020,Provision of street light at Uditnagar Play Ground,Electrical,Works,Open Tender,Percentage,Electrical Works,No,No,NA ,10-Jul-2020 05:00 PM,NA ,30.0,No ,No,Online,20-Jul-2020 11:00 AM,Rourkela Municipal Corporation,Rourkela,769012.0,1.0,"14,17,000",Manoranjan Sahoo,"1,204,696",Rejected-Technical,28-Oct-2020,Rourkela Municipal Corporation
