Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2020_CEBBS_59515_10,Bid Identification No.EE-AID-7-2019-20,Protection to Scoured Bank on Brahmani left near village Rankia of Kamakhyanagar Block,Protection to Scoured Bank on Brahmani left near village Rankia of Kamakhyanagar Block,Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,19-Nov-2024 10:00 PM,NA ,90.0,No ,No,Online,19-Feb-2020 11:00 AM,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,Angul,759143.0,1.0,,Ajaya Kumar Das,"1,061,816",Rejected-Finance,10-Jun-2020,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul
2020_CEBBS_59515_14,Bid Identification No.EE-AID-7-2019-20,Protection to Scoured Bank on Brahmani right near village Banasingh of Dhenkanal Sadar Block,Protection to Scoured Bank on Brahmani right near village Banasingh of Dhenkanal Sadar Block,Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,07-Feb-2020 10:00 AM,NA ,90.0,No ,No,Online,19-Feb-2020 11:00 AM,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,Angul,759143.0,1.0,,Puspa Sethy,"1,067,691",Rejected-Finance,10-Jun-2020,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul
2020_CEBBS_59515_16,Bid Identification No.EE-AID-7-2019-20,Protection to Scoured Bank on Brahmani right near village Sankarpur of Dhenkanal Sadar Block,Protection to Scoured Bank on Brahmani right near village Sankarpur of Dhenkanal Sadar Block,Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,07-Feb-2020 10:00 AM,NA ,90.0,No ,No,Online,19-Feb-2020 11:00 AM,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,Angul,759143.0,1.0,,ANGADA KUMAR NAYAK,"1,069,332",Rejected-Finance,21-Jun-2020,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul
2020_CEBMT_61148_1,"EE,TID,SNP-01/2020-21",Construction of Trough wall lining of Hingima Minor No. 16 off-taking from Hingima Distributary of H.I.P,Canal works,Works,Open Tender,Percentage,Civil Works - Canal,No,No,NA ,19-May-2020 10:00 AM,NA ,90.0,No ,No,Online,30-May-2020 11:00 AM,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Tel Irr Divn. Sonepur",Sonepur,767017.0,1.0,"17,85,695",Kailas Mahakud,"2,017,835",Rejected-Finance,22-Jun-2020,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Tel Irr Divn. Sonepur"
2020_CEBMT_61148_10,"EE,TID,SNP-01/2020-21",Repair of CD No - 22 at RD 6203.50 M of Hariharjore Main Canal of Hariharjore Irrigation Project,Canal Structure CD work,Works,Open Tender,Percentage,Civil Works - Canal,No,No,NA ,19-May-2020 10:00 AM,NA ,90.0,No ,No,Online,30-May-2020 11:00 AM,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Tel Irr Divn. Sonepur",Sonepur,767017.0,1.0,"8,92,871",SATYA NARAYAN MISHRA,"892,871",Rejected-Finance,22-Jun-2020,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Tel Irr Divn. Sonepur"
2020_CEBMT_61148_11,"EE,TID,SNP-01/2020-21",Repair of CD No - 26 at RD 7815 M of Hariharjore Main Canal of Hariharjore Irrigation Project,Canl structure CD works,Works,Open Tender,Percentage,Civil Works - Canal,No,No,NA ,19-May-2020 10:00 AM,NA ,90.0,No ,No,Online,30-May-2020 11:00 AM,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Tel Irr Divn. Sonepur",Sonepur,767017.0,1.0,"8,92,876",HARIHARA KARNA,"892,876",Rejected-Finance,22-Jun-2020,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Tel Irr Divn. Sonepur"
2020_CEBMT_61148_2,"EE,TID,SNP-01/2020-21",Construction of Trough wall lining of Sub - minor No. 1 R of Hingima Minor No. 16 off-taking from Hingima Distributary of H.I.P.,Canal Works,Works,Open Tender,Percentage,Civil Works - Canal,No,No,NA ,19-May-2020 10:00 AM,NA ,90.0,No ,No,Online,30-May-2020 11:00 AM,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Tel Irr Divn. Sonepur",Sonepur,767017.0,1.0,"13,39,204",RADHA MADHAB PUROHIT,"1,339,204",Rejected-Finance,22-Jun-2020,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Tel Irr Divn. Sonepur"
2020_CEBMT_61148_3,"EE,TID,SNP-01/2020-21",Construction of Trough wall lining of Jaloi Minor No. 6 off-taking from Hingima Distributary of H.I.P.,Canal Works,Works,Open Tender,Percentage,Civil Works - Canal,No,No,NA ,19-May-2020 10:00 AM,NA ,90.0,No ,No,Online,30-May-2020 11:00 AM,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Tel Irr Divn. Sonepur",Sonepur,767017.0,1.0,"13,39,263",SANJUKTA BHOI,"1,339,263",Rejected-Finance,22-Jun-2020,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Tel Irr Divn. Sonepur"
2020_CEBMT_61148_4,"EE,TID,SNP-01/2020-21",Trough wall lining and repair of structure of Pandiapali Minor L offtaking from Saradhapali Distributary of H.I.P.,Canal works,Works,Open Tender,Percentage,Civil Works - Canal,No,No,NA ,19-May-2020 10:00 AM,NA ,90.0,No ,No,Online,30-May-2020 11:00 AM,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Tel Irr Divn. Sonepur",Sonepur,767017.0,1.0,"13,39,322",SANJUKTA BHOI,"1,513,434",Rejected-Finance,22-Jun-2020,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Tel Irr Divn. Sonepur"
2020_CEBMT_61148_6,"EE,TID,SNP-01/2020-21",Trough wall lining and repair of structure of Sub - Minor No. 2 R off-taking from Saradhapali minor of H.I.P,Canal Works,Works,Open Tender,Percentage,Civil Works - Canal,No,No,NA ,19-May-2020 10:00 AM,NA ,90.0,No ,No,Online,30-May-2020 11:00 AM,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Tel Irr Divn. Sonepur",Sonepur,767017.0,1.0,"13,39,313",RENUKA HOTA,"1,339,313",Rejected-Finance,25-Jun-2020,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Tel Irr Divn. Sonepur"
