Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2016_PHEO_33178_1,EEPH-BGR 08 of 2016-17 Dt.27.08.2016,Replacement of different dia age old drinking water pipelines in Kantabanji NAC,Replacement of different dia age old drinking water pipelines in Kantabanji NAC,Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,03-Sep-2016 11:00 AM,NA ,120.0,No ,No,Offline,21-Sep-2016 11:30 AM,PHEO||PH Circle Bhawanipatna||PH Division Balangir,Kantabanji,767039.0,2.0,"58,64,000",Govind das sharma,"5,620,635",Accepted-AOC,18-Nov-2022,PHEO||PH Circle Bhawanipatna||PH Division Balangir
2020_EICCL_64877_5,S.E.Ctc.(RandB)15/2020-21,Construction of H.L.Bridge over Nallah connecting to Brahmani River at Ch.11/050 Km. of Dharmasala Kabatabandha road in the district of Jajpur (Balance work),Bridge work,Works,National Competitive Bid,Percentage,Civil Works - Bridges,No,No,NA ,23-Dec-2020 11:00 AM,NA ,90.0,No ,No,Online,06-Jan-2021 11:00 AM,EIC-CIVIL||SERNB-CIRCLE-CUTTACK,Panikoili,755043.0,2.0,,SRIJAGANNATH CONSTRUCTION,"46,128,208",Rejected-Technical,18-Nov-2022,EIC-CIVIL||SERNB-CIRCLE-CUTTACK
2020_IDCO_64455_1,PC/EST/E-52/2020-2021,"Supply,Installation,Testing and Commissioning of 13 Passenger Microprocessor based elevator of Administrative Building at Paradeep,Plastic Park,Paradeep","Supply,Installation,Testing and Commissioning of 13 Passenger Microprocessor based elevator of Administrative Building at Paradeep, Plastic Park,Paradeep",Works,National Competitive Bid,Percentage,Electrical Works,No,No,NA ,18-Dec-2020 12:00 PM,NA ,120.0,No ,No,Online,31-Dec-2020 11:30 AM,IDCO||IDCO,Paradeep,754142.0,2.0,,M/s. TECHNO CRAFTS,"1,302,990",Rejected-AOC,15-Nov-2022,IDCO||IDCO
2020_OLIC_63876_6,1952 /2020-21 Dt. 02.11.2020,INSTALATION AND ENERGISATION OF BALINASI LI PROJECT,INSTALATION AND ENERGISATION OF BALINASI LI PROJECT,Works,Open Tender,Percentage,Civil Works - Lift Irrigation Schemes,No,No,NA ,17-Nov-2020 02:00 PM,NA ,90.0,No ,No,Online,04-Dec-2020 11:00 AM,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",CHILIKA BLOCK,754001.0,1.0,,ABINASH BISWAL,"1,115,801",Accepted-AOC,29-Nov-2022,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar"
2020_OLIC_65103_2,Bid Identification No.21/2020-21 OLIC/ Dt.29.12.20,INSTALATION AND ENERGISATION OF M.BERHAMPUR-I LI PROJECT,INSTALATION AND ENERGISATION OF M.BERHAMPUR-I LI PROJECT,Works,Open Tender,Percentage,Civil Works - Lift Irrigation Schemes,No,No,NA ,02-Jan-2021 11:00 AM,NA ,90.0,No ,No,Online,14-Jan-2021 11:00 AM,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",JAGASINGHPUR BLOCK,754001.0,1.0,,BIPIN BIHARI RAY,"1,078,112",Accepted-AOC,10-Nov-2022,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack"
2020_OLIC_65103_3,Bid Identification No.21/2020-21 OLIC/ Dt.29.12.20,INSTALATION AND ENERGISATION OF M.BERHAMPUR-II LI PROJECT,INSTALATION AND ENERGISATION OF M.BERHAMPUR-II LI PROJECT,Works,Open Tender,Percentage,Civil Works - Lift Irrigation Schemes,No,No,NA ,02-Jan-2021 11:00 AM,NA ,90.0,No ,No,Online,14-Jan-2021 11:00 AM,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",JAGASINGHPUR BLOCK,754001.0,1.0,,BIPIN BIHARI RAY,"1,075,381",Accepted-AOC,10-Nov-2022,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack"
2020_ORULB_63479_2,BMC(BAM)/229/2020-21,Repair and Maintancance of Road at Bhabani Nagar Main Road and Rampa Sahi in Ward No. 6,Repair and Maintancance of Road at Bhabani Nagar Main Road and Rampa Sahi in Ward No. 6,Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,28-Oct-2020 03:00 PM,NA ,120.0,No ,No,Online,13-Nov-2020 11:30 AM,Municipal Bodies||Brahmapur Municipal Corporation,BERHAMPUR,760002.0,1.0,"3,19,000",MUNA SETHI,"318,438.26",Rejected-Finance,15-Nov-2022,Municipal Bodies||Brahmapur Municipal Corporation
2021_CEDC_70892_1,"SEDC,BLS/DDBLS-05/2021-22 (1)","Improvement of Sindhua Drainage system in Nilagiri Block of Balasore District under D.I.P., Doab No-X .",Earth work and structural work,Works,National Competitive Bid,Percentage,Civil Works - Others,No,No,NA ,13-Sep-2021 10:00 AM,NA ,90.0,No ,No,Online,28-Sep-2021 11:30 AM,"CE,Drainage,Cuttack||SE,Drainage,Balasore||EE, Drainage Divn,Balasore",Nilgiri Block of Balasore District,756040.0,2.0,"1,88,95,882",BISWAJIT BISWAL,"16,063,389",Rejected-Finance,26-Nov-2022,"CE,Drainage,Cuttack||SE,Drainage,Balasore||EE, Drainage Divn,Balasore"
2021_CEDC_70893_1,"SEDC,BLS/DDBLS-05/2021-22 (2)","Improvement to Drainage system of Ward No.2, 11 and 12 in Nilagiri NAC of Balasore District under D.I.P.",Structural work,Works,National Competitive Bid,Percentage,Civil Works - Others,No,No,NA ,13-Sep-2021 10:00 AM,NA ,90.0,No ,No,Online,28-Sep-2021 11:30 AM,"CE,Drainage,Cuttack||SE,Drainage,Balasore||EE, Drainage Divn,Balasore","Nilgiri, Balasore",756040.0,2.0,"1,53,37,555",SIRISH KUMAR BEHERA,"13,038,455",Rejected-Finance,26-Nov-2022,"CE,Drainage,Cuttack||SE,Drainage,Balasore||EE, Drainage Divn,Balasore"
2021_CEMWR_66726_1,EE/MDR-01/2020-21,FABRICATION AND ERECTION OF MS GATE AND ITS ACCESORIES OF KATANGADARH CHECK DAM IN ATHAMALLIK BLOCK UNDER MINOR IRRIGATION DIVISION ANGUL,FABRICATION AND ERECTION OF MS GATE AND ITS ACCESORIES OF KATANGADARH CHECK DAM IN ATHAMALLIK BLOCK UNDER MINOR IRRIGATION DIVISION ANGUL,Works,Open Tender,Percentage,Mechanical Works,No,No,NA ,26-Feb-2021 11:00 AM,NA ,90.0,No ,No,Online,09-Mar-2021 11:00 AM,"Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE,Mechanical Division,Rengali",BOINDA,759127.0,1.0,,"Shree Jagannath Steel Industries, Prop. KRUSHNA CHANDRA SASMAL","532,257.81",Rejected-Finance,04-Nov-2022,"Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE,Mechanical Division,Rengali"
2021_CEMWR_66726_2,EE/MDR-01/2020-21,FABRICATION AND ERECTION OF MS GATE AND ITS ACCESSORIES OF MAMURIJHARAN CHECK DAM IN ATHAMALLIK BLOCK UNDER MINOR IRRIGATION DIVISION ANGUL,FABRICATION AND ERECTION OF MS GATE AND ITS ACCESSORIES OF MAMURIJHARAN CHECK DAM IN ATHAMALLIK BLOCK UNDER MINOR IRRIGATION DIVISION ANGUL,Works,Open Tender,Percentage,Mechanical Works,No,No,NA ,26-Feb-2021 11:00 AM,NA ,90.0,No ,No,Online,09-Mar-2021 11:00 AM,"Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE,Mechanical Division,Rengali",BOINDA,759127.0,1.0,,Santi Lata Sahoo,"555,247.92",Rejected-Finance,04-Nov-2022,"Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE,Mechanical Division,Rengali"
