Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
ST and SC Development Deptt||ITDA Rairangpur,TCN01/2024-25,2024_STSCD_107991_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,07-Dec-2024 10:00 AM,27-Dec-2024 11:00 AM,07-Dec-2024 10:00 AM,26-Dec-2024 05:30 PM,NA ,NA ,07-Dec-2024 10:00 AM,26-Dec-2024 05:30 PM,07-Jan-2025 09:00 AM,"85,412",Yes,percentage,1.0%,Nil,Nil,1.0,Technical Bid,Financial Bid,,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Project Administrator, ITDA, Rairangpur","At-Ward No-03, Mandir Sahi, PO/PS-Rairangpur, Dist-Mayurbhanj","Approach road to EMRS, Badampahad of Kusumi Block.","Approach road to EMRS, Badampahad of Kusumi Block",As pert tender documents. ,NA ,"85,41,200",Civil Works - Roads,NA ,Tender,90.0,120.0,Badamphad,757050.0,NA ,NA ,NA ,"ITDA, Rairangpur",No ,No,AOC,11-Mar-2025,"INR 7,260,874.07",120.0,Apurba Kumar Patra,11-Mar-2025 06:42 PM,AOCdetails012425.pdf (592.00 KB),Sri Bhabendur Mohanta B Class Dip Engg Contractor selected as valid and L1 in transparent lottery system and he has been deposited APSD as per OPWD Code and work order has been issued accordingly.,1.0,2707029.0,BHABENDU KUMAR MOHANTA,INR,"7,260,874.07",1,2711801,ABHISEK KUMAR MOHANTY,26-Dec-2024 12:55 PM,Rejected-AOC,L1,11-Mar-2025 06:42 PM,Finance,All the bidders of Work SI.No. 02 of Bid Identification No. 01/2024-25 are admitted.,PARIKSHITA DASH,07-Feb-2025 01:23 PM,finance_519613.pdf,BOQ Comparative Chart,ParikshitaDash,Internal,GulsandevMarkramAEEITDARRPAmarNathSubudhiRepreventativeSEPWDRBRRPApurbaKumarPatraAEManojKumarBindhaniJEPrakashranjanDuttaSectionOfficerSureshKumarMajhiSRA,PARIKSHITA DASH,07-Feb-2025 02:01 PM,finsummary_519613.pdf (309.49 KB),ST and SC Development Deptt||ITDA Rairangpur,2024_STSCD_107991_2,TCN01/2024-25,"Approach road to EMRS, Badampahad of Kusumi Block.",Technical,All the bidders of SI.No.2 of Bid Identification No-01/2024-25 are preliminary allowed for technical evaluation and scrutinisation.,Apurba Kumar Patra,06-Jan-2025 07:04 PM,technical_519613.pdf,ParikshitaDash,Internal,GulsandevMarkramAEEITDARRPAmarNathSubudhiRepreventativeSEPWDRBRRPApurbaKumarPatraAERameswarSethyAEPrakashranjanDuttaSectionOfficerSureshKumarMajhiSRA,Apurba Kumar Patra,06-Jan-2025 07:54 PM,07-Jan-2025 09:00 AM,techsummary_519613.pdf (309.61 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial BOQ,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2711724,AMARENDRA MOHANTA,26-Dec-2024 12:16 PM,Rejected-AOC,L1,11-Mar-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2712189,Amit kumar sahu,26-Dec-2024 02:26 PM,Rejected-AOC,L1,11-Mar-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2711055,ANIRUDHA GIRI,25-Dec-2024 06:44 PM,Rejected-AOC,L1,11-Mar-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2711432,ASISHRANJAN SETHI,26-Dec-2024 09:03 AM,Rejected-AOC,L1,11-Mar-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2712694,BANANI PADHIHARI,26-Dec-2024 05:20 PM,Rejected-AOC,L1,11-Mar-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2710827,BARENDRA KRISHNA MATAGAJSINGH,25-Dec-2024 01:50 PM,Rejected-AOC,L1,11-Mar-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2710170,BHABANI SHANKAR SETHI,24-Dec-2024 06:23 PM,Rejected-AOC,L1,11-Mar-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2707029,BHABENDU KUMAR MOHANTA,22-Dec-2024 09:13 PM,Accepted-AOC,LOTTERY WINNER L1,11-Mar-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2710321,BIRENDRA BEHERA,24-Dec-2024 07:32 PM,Rejected-AOC,L1,11-Mar-2025 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
