Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",5265_08_03_11_2023,2023_OLIC_97090_71,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"PAN,GSTof Civil License,Electrical License with PAN and GST, Rig Documents with his owner PAN andGST",16-Nov-2023 10:00 AM,28-Nov-2023 11:00 AM,16-Nov-2023 10:00 AM,24-Nov-2023 05:00 PM,16-Nov-2023 10:00 AM ,23-Nov-2023 05:00 PM ,16-Nov-2023 10:00 AM,24-Nov-2023 05:00 PM,10-Jan-2024 04:30 PM,"23,573",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,No,"Executive Engineer,L.I.Division, Jajpur Road","Executive Engineer,L.I.Division, Jajpur Road",PKG71,Installation and energisation of Lift Irrigation Projects at Hatapur Jhatia Sahi V RL under Korai Block,DTCN Documents ,NA ,"23,57,317",Civil Works - Lift Irrigation Schemes,Electrical Works ,Tender,180.0,90.0,Jajpur Road,755019.0,NA ,NA ,NA ,"O/o Executive Engineer,L.I.Division, Jajpur Road",No ,No,AOC,30-Sep-2024,"INR 2,364,667",90.0,AJAYA KUMAR MISHRA,30-Sep-2024 06:23 PM,AOCPKG71.pdf (1863.00 KB),Installation Electricfication and energisation of Hatapur Jhatiasahi V RL,1.0,2331697.0,RANJIT KUMAR BEHERA,INR,"2,464,667",1,2330050,DILLIP KUMAR ROUT,23-Nov-2023 11:49 AM,Rejected-Finance,Lost the Lottery,02-Feb-2024 03:14 PM,Finance,Opened Successfully,AJAYA KUMAR MISHRA,11-Jan-2024 09:50 AM,finance_474109.pdf,BOQ Comparative Chart,Ajaya Kumar Mishra,Internal,Bhanja Kishor Pradhan and Lakshmi Narayan Das,AJAYA KUMAR MISHRA,02-Feb-2024 03:14 PM,finsummary_474109.pdf (48.53 KB),"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",2023_OLIC_97090_71,5265_08_03_11_2023,PKG71,Technical,Opened Successfully,BHANJA KISHOR PRADHAN,05-Dec-2023 05:54 PM,technical_474109.pdf,Ajaya Kumar Mishra,Internal,Bhanja Kishor Pradhan and Lakshmi Narayan Das,AJAYA KUMAR MISHRA,10-Jan-2024 04:28 PM,10-Jan-2024 04:30 PM,techsummary_474109.pdf (36.00 KB),AOC
,,,,,,,,,,,,,,,,.pdf,DTCN Documents with their Supporting documents,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2331965,GITANJALI SARANGI PROPRIETOR- GITANJALI ENTERPRISES,24-Nov-2023 01:05 PM,Rejected-Finance,Lost the Lottery,02-Feb-2024 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2330861,JAGDEV PANDA,23-Nov-2023 08:46 PM,Rejected-Finance,Lost the Lottery,02-Feb-2024 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2331720,LAXMAN KUMAR SAHOO,24-Nov-2023 11:33 AM,Rejected-Finance,Lost the Lottery,02-Feb-2024 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2328327,M/S LAXMI NRUSINGHA CONSTRUCTION AND POWER,24-Nov-2023 12:02 PM,Rejected-Finance,Lost the Lottery,02-Feb-2024 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2330697,M/s Maa Subarnmukhi Engineering,23-Nov-2023 01:21 PM,Rejected-Finance,Being L1 Accepted,02-Feb-2024 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2331612,M/s Maheswari construction Pro-Amulya kumar sahoo,23-Nov-2023 08:44 PM,Rejected-Finance,Lost the Lottery,02-Feb-2024 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2331814,Ms. MANORANJAN THATOI,24-Nov-2023 09:22 AM,Rejected-Finance,Lost the Lottery,02-Feb-2024 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2331747,RABINARAYAN MISHRA,23-Nov-2023 08:31 PM,Rejected-Finance,Lost the Lottery,02-Feb-2024 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2331697,RANJIT KUMAR BEHERA,24-Nov-2023 11:10 AM,Accepted-AOC,Accepted the BId,30-Sep-2024 06:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
